Frame number,Identity number,Bounding box left,Bounding box top,Bounding box width,Bounding box height,Area,Centroid,xCentroid,yCentroid
261,6,623,131,44,66,2064,,643.8856589147287,165.72868217054264
261,5,164,151,31,70,998,,176.22244488977955,186.7635270541082
261,12,41,179,32,67,989,,54.17795753286148,212.08392315470172
261,11,485,180,30,74,1398,,499.4585121602289,220.61802575107296
261,3,322,216,44,91,1946,,347.7482014388489,262.23484069886945
261,13,530,245,43,100,2399,,551.3739057940809,302.19758232596917
262,6,622,130,40,67,1926,,641.9522326064382,165.09553478712357
262,5,163,150,28,70,909,,173.44114411441143,184.78437843784377
262,12,40,179,32,67,993,,53.808660624370596,211.87411883182276
262,11,474,180,38,73,1509,,494.6043737574553,222.21206096752817
262,3,320,214,45,93,1954,,344.05885363357214,262.0220061412487
262,13,524,245,38,99,2019,,545.4824170381377,297.3967310549777
263,6,620,133,43,64,1989,,639.5108094519859,166.89140271493213
263,5,159,148,27,70,1033,,168.59341723136495,186.05808325266216
263,12,39,179,32,68,1003,,53.274177467597205,211.70289132602193
263,11,471,178,35,74,1429,,486.2561231630511,220.05388383484956
263,3,323,210,30,91,1647,,335.6642380085003,255.9210686095932
263,13,512,244,45,101,2408,,535.9896179401993,302.99210963455147
264,6,619,133,44,67,2095,,638.2892601431981,167.93031026252984
264,5,154,148,32,69,1002,,165.9880239520958,185.61776447105788
264,11,469,177,28,74,1226,,480.8988580750408,215.4453507340946
264,12,38,179,35,68,1024,,53.283203125,211.8818359375
264,3,321,209,28,89,1725,,332.0040579710145,256.17391304347825
264,13,508,244,48,101,2371,,531.8435259384227,302.6086039645719
265,6,616,131,47,71,2231,,637.1761541909458,168.6033168982519
265,5,153,154,29,63,900,,163.41,185.25444444444443
265,11,465,176,25,73,1095,,476.3095890410959,213.6821917808219
265,12,38,179,35,68,1006,,53.22664015904572,211.8727634194831
265,3,309,209,39,88,1817,,328.05173362685747,257.6653824986241
265,13,507,243,45,100,2224,,526.6892985611511,300.9788669064748
266,6,615,132,48,71,2269,,635.9770824151609,169.66328779197883
266,5,151,149,30,67,999,,161.17317317317318,184.7017017017017
266,11,457,177,31,72,1276,,471.358934169279,216.9655172413793
266,12,38,179,33,67,963,,52.58255451713396,210.50882658359293
266,3,308,208,38,90,1913,,324.2498693152117,256.4521693674856
266,13,500,241,42,101,2103,,520.1954350927247,298.06942463147885
267,6,610,136,50,68,2338,,634.1210436270317,170.69717707442257
267,5,142,148,29,67,884,,154.89705882352942,180.14366515837105
267,11,451,176,29,73,1192,,462.2743288590604,215.0494966442953
267,12,37,180,30,66,974,,51.25770020533881,210.9681724845996
267,3,292,205,41,89,1743,,315.2191623637407,247.99196787148594
267,13,487,240,41,101,2356,,509.1557724957555,298.77971137521223
268,6,609,136,51,65,2286,,633.4055118110236,170.05686789151355
268,5,138,147,28,67,857,,151.71061843640607,179.2240373395566
268,11,447,173,22,74,1091,,456.9899175068744,210.4564619615032
268,12,37,180,29,67,995,,50.90854271356784,211.83517587939699
268,3,287,204,41,87,1616,,311.6404702970297,244.634900990099
268,13,473,241,53,98,2493,,503.53590052146006,300.55475330926595
269,6,606,136,53,65,2199,,632.1787175989086,171.15916325602547
269,5,137,147,29,67,925,,149.6735135135135,183.23567567567568
269,11,443,173,24,72,1089,,453.8870523415978,209.68962350780532
269,12,36,180,32,67,977,,50.34288638689867,211.75332650972365
269,3,285,204,40,87,1756,,308.73462414578586,247.2129840546697
269,13,474,241,52,98,2513,,499.61042578591326,299.90449661758856
270,6,603,134,56,67,2247,,630.4579439252336,171.28215398308856
270,5,136,146,26,68,882,,144.93424036281178,185.01473922902494
270,11,434,173,29,72,857,,447.1073512252042,206.5997666277713
270,12,36,180,32,66,956,,48.60355648535565,212.90062761506277
270,3,286,201,34,87,1584,,303.3939393939394,243.5340909090909
270,13,467,239,48,98,2437,,488.29626590069756,296.28026261797294
271,6,603,135,55,71,2350,,630.5982978723405,172.60468085106382
271,5,133,146,29,68,783,,143.35759897828862,184.5721583652618
271,4,433,173,15,33,393,,439.0559796437659,190.16539440203562
271,12,35,181,29,65,947,,47.28722280887012,213.07708553326293
271,3,288,200,28,86,1519,,300.7162606978275,242.21263989466755
271,13,464,238,37,99,2170,,482.2585253456221,291.5442396313364
272,6,602,135,58,72,2225,,630.4242696629213,172.82606741573034
272,5,131,145,28,69,759,,140.9776021080369,182.04611330698287
272,12,34,181,30,65,1030,,46.13106796116505,215.3252427184466
272,4,423,181,21,25,351,,433.9344729344729,194.23076923076923
272,3,288,197,26,86,1560,,298.60641025641024,241.57692307692307
272,13,455,238,39,99,2124,,477.17090395480227,289.3596986817326
273,6,602,139,55,69,2146,,628.9911463187325,174.27260018639328
273,5,130,145,21,69,744,,138.247311827957,180.69489247311827
273,4,418,175,21,30,386,,427.31865284974094,191.2357512953368
273,12,32,185,32,62,1079,,45.09082483781279,217.227062094532
273,3,282,195,31,87,1700,,296.20882352941175,242.39705882352942
273,13,451,238,43,99,2373,,473.2300884955752,291.9629161399073
274,6,602,137,54,70,2273,,627.6014078310603,175.07039155301365
274,5,126,146,23,68,823,,135.67436208991495,182.2928311057108
274,4,404,179,24,59,638,,415.7523510971787,203.31504702194357
274,12,28,181,34,65,1105,,42.026244343891406,214.88235294117646
274,3,273,194,36,86,1750,,292.0868571428571,237.28342857142857
274,13,448,236,42,100,2154,,466.5766016713092,290.3129062209842
275,6,602,140,53,67,2239,,627.626619026351,175.9088878963823
275,5,125,146,25,68,795,,134.5622641509434,182.19748427672957
275,4,403,177,20,61,772,,411.76943005181346,204.19300518134716
275,12,25,181,34,65,1063,,40.040451552210726,213.8137347130762
275,3,270,192,37,86,1646,,290.188942891859,233.9228432563791
275,13,443,234,41,100,2131,,461.23650868137025,289.18582824964807
276,6,602,138,53,70,2250,,627.0302222222223,176.57377777777776
276,5,122,147,24,67,879,,131.6575654152446,183.1547212741752
276,4,389,168,27,70,1244,,403.2146302250804,207.2065916398714
276,12,22,180,30,66,1017,,35.960668633235,212.70501474926255
276,3,270,191,35,83,1469,,287.64057181756294,230.61742682096664
276,13,436,232,35,98,2151,,452.6550441655044,287.73593677359366
277,6,602,141,52,69,2230,,627.0964125560538,178.41076233183855
277,5,120,148,25,67,955,,130.5109947643979,185.35078534031413
277,4,379,169,37,69,1308,,398.51223241590213,208.8493883792049
277,12,20,181,30,65,1106,,33.543399638336346,215.70433996383363
277,3,270,190,33,84,1455,,286.7676975945017,230.57594501718214
277,13,423,234,48,95,2194,,448.67730173199635,290.76709206927984
278,6,601,140,53,70,2274,,626.1679859278804,178.67590149516272
278,5,118,148,29,68,1064,,130.00093984962405,185.81015037593986
278,4,378,168,38,69,1286,,394.36547433903576,208.05054432348368
278,12,18,181,33,64,1094,,31.13893967093236,217.59323583180986
278,3,270,187,31,86,1496,,285.60026737967917,228.64772727272728
278,13,419,245,49,84,2014,,445.961271102284,292.56057596822245
279,6,602,144,53,66,2147,,626.8202142524452,179.42244993013506
279,5,118,149,28,69,1066,,130.11069418386492,184.7157598499062
279,4,373,167,22,69,959,,383.1157455683003,201.1449426485923
279,12,13,180,32,65,1058,,25.400756143667298,215.9224952741021
279,3,270,185,29,82,1459,,283.4420836189171,225.38039753255654
279,13,417,245,44,82,2141,,436.605324614666,290.5170481083606
280,6,601,144,55,67,2348,,627.0323679727428,179.92333901192504
280,5,117,158,31,60,1048,,130.081106870229,185.73473282442748
280,4,368,167,26,69,1097,,378.99361896080217,204.46946216955334
280,12,0,179,41,66,1038,,21.417148362235068,213.26204238921002
280,3,269,184,28,82,1524,,282.26837270341207,225.68307086614172
280,13,412,244,42,82,2044,,431.3439334637965,287.7147749510763
281,6,601,141,54,71,2363,,626.8891239949218,180.37240795598814
281,5,118,149,28,69,1095,,129.9607305936073,183.86940639269406
281,4,359,167,34,69,1191,,374.29890848026866,206.11502938706968
281,12,0,179,39,66,918,,18.9880174291939,210.6797385620915
281,3,268,184,30,82,1541,,281.1427644386762,226.00519143413368
281,13,407,244,37,80,1498,,424.68958611481975,286.3985313751669
282,6,601,148,54,63,2273,,627.3405191377035,180.27496700395952
282,5,119,158,29,60,1099,,130.8589626933576,186.56960873521382
282,4,353,167,36,68,1168,,369.4871575342466,205.20890410958904
282,12,0,179,37,65,960,,16.982291666666665,211.25520833333334
282,3,265,183,32,82,1546,,279.52522639068565,224.6972833117723
282,13,405,231,37,93,1595,,421.64827586206894,282.75423197492165
283,5,123,150,33,71,1135,,135.2088105726872,188.17709251101323
283,6,600,150,54,67,2479,,627.0298507462686,183.64300121016538
283,4,348,164,25,70,1094,,359.33912248628883,201.85191956124314
283,12,0,177,31,67,1002,,12.918163672654691,210.67365269461078
283,3,258,181,34,80,1494,,276.36880856760376,220.09236947791166
283,13,397,228,35,96,1934,,414.858841778697,280.1680455015512
284,5,125,151,30,69,1089,,136.97796143250687,188.62626262626262
284,6,600,152,54,65,2377,,626.4362641985696,184.7114009255364
284,4,337,165,35,68,1236,,354.6755663430421,204.26375404530745
284,12,0,176,26,67,1070,,10.057943925233644,209.4785046728972
284,3,256,180,36,80,1474,,275.30461329715064,218.79715061058346
284,13,396,226,36,97,1869,,411.4414125200642,278.9390048154093
285,5,128,151,29,70,1210,,139.35619834710744,189.20413223140497
285,6,600,152,53,64,2428,,625.6758649093905,185.3649093904448
285,4,333,165,37,67,1247,,350.7000801924619,203.84522854851645
285,12,0,175,25,67,1080,,8.394444444444444,210.875
285,3,258,180,36,80,1475,,275.59593220338985,218.68338983050847
285,13,389,225,39,95,1946,,406.6356628982528,277.28057553956836
286,5,133,151,28,72,1026,,145.03898635477583,186.23586744639377
286,6,599,154,52,64,2528,,624.1020569620254,185.62143987341773
286,4,330,163,28,68,1144,,341.65646853146853,200.5131118881119
286,12,0,175,24,66,788,,7.218274111675127,211.13578680203045
286,3,260,177,30,82,1464,,274.81762295081967,217.0191256830601
286,13,377,224,43,94,2122,,398.7181903864279,277.9769085768143
287,5,135,153,30,72,1088,,147.91360294117646,188.9816176470588
287,6,599,154,52,66,2467,,623.345358735306,186.0632346980138
287,4,327,163,23,68,928,,336.5646551724138,196.50215517241378
287,12,0,176,21,63,599,,6.40567612687813,213.212020033389
287,3,261,176,28,80,1438,,274.69193324061195,215.79972183588316
287,13,370,224,48,93,2155,,394.4751740139211,277.83619489559163
288,6,600,151,50,71,2573,,623.0959968907889,187.13369607462107
288,5,138,155,28,70,1114,,150.33842010771994,190.54129263913825
288,4,320,164,28,68,1103,,332.3952855847688,201.2883046237534
288,3,262,175,27,80,1361,,275.0778839088905,213.97281410727408
288,12,0,184,17,54,405,,4.48395061728395,215.00987654320988
288,13,371,224,44,92,2232,,390.8646953405018,277.8763440860215
289,6,596,149,52,76,2726,,620.9556126192223,189.72340425531914
289,5,144,154,25,71,1009,,154.88602576808722,188.95143706640238
289,4,314,163,26,67,1043,,324.22722914669225,199.7018216682646
289,3,260,175,30,77,1318,,275.50379362670714,212.99393019726858
289,13,362,222,43,93,2129,,381.7435415688116,273.2992015030531
290,6,596,150,51,74,2588,,620.4153786707883,189.85896445131377
290,5,146,154,26,73,1056,,157.53125,190.7689393939394
290,4,310,162,23,68,974,,319.4188911704312,196.8418891170431
290,3,255,174,37,78,1386,,275.3838383838384,212.22510822510822
290,13,358,221,38,93,1902,,377.0362776025237,269.6272344900105
291,6,593,152,54,72,2699,,619.3482771396814,190.7080400148203
291,5,148,155,30,73,1205,,160.46058091286307,194.00829875518673
291,4,305,161,25,70,1109,,315.3444544634806,198.4770063119928
291,3,255,173,39,79,1466,,276.031377899045,211.9836289222374
291,13,357,221,39,92,1852,,374.27105831533476,269.1144708423326
292,6,591,151,55,75,2731,,617.7264738191138,191.87696814353717
292,5,154,157,28,74,1196,,165.2591973244147,196.00334448160535
292,3,255,162,71,87,2873,,291.8103028193526,207.2784545770971
292,13,353,220,37,100,1955,,369.5831202046036,271.59795396419435
293,6,590,152,56,76,2763,,617.342019543974,193.30256967064784
293,3,266,161,58,87,2877,,291.724018074383,207.50469238790407
293,5,156,166,30,64,1257,,167.76690533015116,197.6563245823389
293,13,348,218,39,102,1919,,366.41063053673787,270.3079729025534
294,6,589,153,58,77,2841,,616.3537486800423,195.08905315029918
294,5,158,157,28,74,1260,,171.05714285714285,195.06507936507936
294,3,269,160,47,88,2603,,289.985401459854,206.8267383787937
294,13,348,216,34,94,1877,,362.81193393713374,267.1885988279169
295,6,587,155,57,75,2767,,614.4188651969642,196.06541380556558
295,5,166,158,29,77,1169,,178.2087254063302,196.36698032506416
295,3,272,161,40,85,1881,,289.28176501860713,209.48856990962256
295,13,337,215,39,92,2030,,356.21822660098525,266.3857142857143
296,6,586,156,57,75,2776,,613.4052593659942,196.60987031700287
296,5,169,160,33,76,1280,,181.84296875,199.79765625
296,3,272,161,38,83,2055,,289.1182481751825,205.79708029197081
296,13,332,215,44,91,2116,,353.5047258979206,267.5949905482042
297,6,585,156,57,75,2891,,612.6551366309236,196.41162227602905
297,5,173,160,31,76,1265,,184.8790513833992,201.04505928853754
297,3,267,161,47,80,2214,,288.47741644083106,202.0650406504065
297,13,330,215,43,90,2124,,350.3973634651601,267.66760828625235
298,6,586,158,58,74,2976,,613.0282258064516,198.1804435483871
298,5,177,160,29,75,1170,,188.12051282051283,199.1102564102564
298,3,263,160,50,80,2323,,287.449418854929,199.9694360740422
298,13,329,215,43,90,2117,,347.2068965517241,266.68634860651866
299,5,181,159,30,77,1141,,192.2550394390885,199.4706397896582
299,6,584,159,60,77,3077,,613.2599935001625,201.11829704257394
299,3,257,160,64,79,2594,,287.34656900539704,202.79953739398613
299,13,326,214,43,90,2114,,343.51040681173134,264.63576158940396
300,5,187,161,34,77,1239,,199.8232445520581,204.7917675544794
300,3,243,161,43,67,1228,,261.4942996742671,200.2255700325733
300,1,296,162,58,139,3048,,324.1440288713911,234.6512467191601
300,6,584,165,63,72,3010,,613.8059800664452,203.80531561461794
301,5,188,161,37,77,1292,,203.18808049535605,204.69736842105263
301,3,245,161,31,67,1079,,256.40778498609825,199.58943466172383
301,1,300,161,55,139,2902,,324.65472088215023,233.66609235010338
301,6,583,170,64,68,2911,,614.4967365166609,204.40398488491928
302,5,192,161,37,77,1415,,207.40989399293287,205.85724381625442
302,3,235,161,36,67,930,,250.56236559139785,197.34516129032258
302,1,305,160,47,140,2856,,324.6614145658263,236.35084033613447
302,6,581,162,68,75,3067,,614.074665797196,204.0329312031301
303,5,198,161,27,45,809,,211.283065512979,187.19777503090233
303,3,200,161,62,78,1624,,234.58435960591132,209.45073891625617
303,1,307,160,41,140,2828,,325.0088401697313,235.2591937765205
303,6,580,162,68,76,3035,,614.4121911037892,204.8019769357496
304,1,306,159,41,138,2707,,324.6361285555966,231.9083856667898
304,3,208,163,52,80,2509,,228.5181347150259,204.9298525308888
304,6,582,174,65,70,3004,,615.3708388814913,208.90645805592544
305,1,303,158,47,137,2804,,323.8092011412268,232.4522111269615
305,3,210,165,45,78,2040,,228.3578431372549,209.0794117647059
305,6,585,174,61,71,3014,,615.7269409422694,210.2080291970803
306,4,332,157,29,72,1103,,343.8059836808703,194.57298277425204
306,3,209,164,45,80,2088,,228.43007662835248,206.5464559386973
306,6,585,168,61,78,3097,,616.1469163706813,210.3719728769777
306,1,290,207,44,86,1878,,310.91107561235356,257.96059637912674
307,4,331,157,38,72,1259,,347.42494042891184,195.57029388403495
307,3,205,163,49,82,2520,,228.4988095238095,206.825
307,6,586,168,60,78,3226,,615.9469931804092,209.95319280843148
307,1,287,207,44,86,1893,,307.6951928156366,257.71737982039093
308,4,336,156,29,73,1192,,351.4672818791946,194.0218120805369
308,3,202,164,63,81,2541,,230.39826839826839,208.8961038961039
308,6,588,168,57,78,3261,,616.0413983440662,210.8291934989267
308,1,286,206,43,86,1884,,304.2643312101911,256.1767515923567
309,4,345,154,26,73,1065,,357.86103286384974,192.56150234741784
309,3,202,165,69,81,2428,,232.30930807248765,208.5012355848435
309,6,587,169,59,80,3278,,616.6503965832825,212.90726052471018
309,1,285,205,41,87,1875,,300.5194666666667,254.69813333333335
310,4,356,154,34,71,1067,,370.2108716026242,194.51546391752578
310,5,190,167,37,69,1299,,205.25481139337953,205.50577367205543
310,1,238,166,72,122,3101,,274.0690099967752,230.54692034827474
310,6,590,172,57,81,3332,,616.9456782713086,216.0657262905162
311,4,357,154,35,71,998,,374.7865731462926,194.52905811623248
311,5,188,168,39,70,1337,,202.82423335826476,206.78309648466717
311,1,247,175,63,113,2861,,275.77350576721426,230.0297098916463
311,6,590,175,60,79,3307,,617.6398548533414,216.89174478379195
312,4,362,155,33,68,969,,380.50361197110425,194.62125902992776
312,1,254,165,55,123,2871,,277.7488679902473,229.88436084987808
312,5,189,169,35,69,1315,,201.0996197718631,206.17794676806085
312,6,585,177,64,77,3343,,617.8480406820221,217.90308106491176
313,4,380,153,21,70,801,,391.9126092384519,188.87515605493132
313,1,260,167,42,121,2568,,278.9357476635514,230.3960280373832
313,5,184,169,34,70,1259,,198.12549642573472,205.37410643367753
313,6,586,177,64,77,3160,,618.7708860759494,218.99683544303798
314,4,387,152,28,71,970,,398.0123711340206,190.45670103092783
314,1,262,168,38,118,2389,,280.02302218501467,231.70699037254082
314,5,184,170,35,69,1244,,198.0016077170418,205.97829581993568
314,6,588,176,61,82,3251,,619.3897262380806,221.09227929867734
315,4,389,153,27,70,926,,402.66630669546436,190.5377969762419
315,1,266,168,37,117,2393,,281.0919348098621,233.0376096949436
315,5,185,171,30,70,1213,,197.92003297609233,207.4179719703215
315,6,592,178,58,82,3294,,619.9672131147541,223.14511232544018
316,4,399,161,26,61,757,,411.4755614266843,189.72391017173052
